Name,MILLICOM INTL CELU. 2003 10% 01/12/13 144A S - GROSSPRICE
Code,37413V(GP)
7/04/2008,99.5833
8/04/2008,99.6111
9/04/2008,99.6944
10/04/2008,99.7222
11/04/2008,99.75
14/04/2008,99.7778
15/04/2008,99.8055
16/04/2008,99.8889
17/04/2008,99.9166
18/04/2008,99.9444
21/04/2008,99.9722
22/04/2008,100
23/04/2008,100.0833
24/04/2008,100.1111
25/04/2008,100.1389
28/04/2008,100.1666
29/04/2008,100.1944
30/04/2008,100.2778
1/05/2008,100.3055
2/05/2008,100.3333
5/05/2008,100.3611
6/05/2008,100.3889
7/05/2008,100.4722
8/05/2008,100.5
9/05/2008,100.5278
12/05/2008,100.5555
13/05/2008,100.5833
14/05/2008,100.6666
15/05/2008,100.6944
16/05/2008,100.7222
19/05/2008,100.75
20/05/2008,100.7778
21/05/2008,100.8611
22/05/2008,100.8889
23/05/2008,100.9166
26/05/2008,100.9444
27/05/2008,100.9722
28/05/2008,96.0278
29/05/2008,96.0555
30/05/2008,96.0833
2/06/2008,96.1111
3/06/2008,96.1389
4/06/2008,96.2222
5/06/2008,96.25
6/06/2008,96.2778
9/06/2008,96.3055
10/06/2008,96.3333
11/06/2008,96.4166
12/06/2008,96.4444
13/06/2008,96.4722
16/06/2008,96.5
17/06/2008,96.5278
18/06/2008,96.6111
19/06/2008,96.6389
20/06/2008,96.6666
23/06/2008,96.6944
24/06/2008,96.7222
25/06/2008,96.8055
26/06/2008,96.8333
27/06/2008,96.8611
30/06/2008,96.8889
1/07/2008,96.9166
2/07/2008,97
3/07/2008,97.0278
4/07/2008,97.0555
7/07/2008,97.0833
8/07/2008,97.1111
9/07/2008,97.1944
10/07/2008,97.2222
11/07/2008,97.25
14/07/2008,97.2778
15/07/2008,97.3055
16/07/2008,97.3889
17/07/2008,97.4166
18/07/2008,97.4444
21/07/2008,97.4722
22/07/2008,97.5
23/07/2008,97.5833
24/07/2008,97.6111
25/07/2008,97.6389
28/07/2008,97.6389
29/07/2008,97.6666
30/07/2008,97.75
31/07/2008,97.7778
1/08/2008,97.8055
4/08/2008,97.8333
5/08/2008,97.8611
6/08/2008,97.9444
7/08/2008,97.9722
8/08/2008,98
11/08/2008,98.0278
12/08/2008,98.0555
13/08/2008,98.1389
14/08/2008,98.1666
15/08/2008,98.1944
18/08/2008,98.2222
19/08/2008,98.25
20/08/2008,98.3333
21/08/2008,98.3611
22/08/2008,98.3889
25/08/2008,98.4166
26/08/2008,98.4444
27/08/2008,98.5
28/08/2008,98.5278
29/08/2008,98.5555
1/09/2008,98.5833
2/09/2008,98.6111
3/09/2008,98.6944
4/09/2008,98.7222
5/09/2008,98.75
8/09/2008,98.7778
9/09/2008,98.8055
10/09/2008,98.8889
11/09/2008,98.9166
12/09/2008,98.9444
